idindikator;mes;god;IDVarijanteStanovnistva;nVarijanteStanovnistva;IDTer;nTer;IDPol;nPol;IDStarGrupa;nStarGrupa;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
180203IND01;00;2021;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;55-59;55–59;466793;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;55-59;55–59;464055;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;55-59;55–59;465788;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS1;SRBIJA – SEVER;0;Total;55-59;55–59;235382;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;55-59;55–59;235380;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS1;SRBIJA – SEVER;0;Total;55-59;55–59;235382;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;55-59;55–59;233751;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;55-59;55–59;233871;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS11;Beogradski region;0;Total;55-59;55–59;106177;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS11;Beogradski region;0;Total;55-59;55–59;106175;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS11;Beogradski region;0;Total;55-59;55–59;106177;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS11;Beogradski region;0;Total;55-59;55–59;105579;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;55-59;55–59;103734;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS12;Region Vojvodine;0;Total;55-59;55–59;129205;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS12;Region Vojvodine;0;Total;55-59;55–59;129205;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS12;Region Vojvodine;0;Total;55-59;55–59;129205;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS12;Region Vojvodine;0;Total;55-59;55–59;128172;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;55-59;55–59;130137;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS2;SRBIJA – JUG;0;Total;55-59;55–59;231411;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS2;SRBIJA – JUG;0;Total;55-59;55–59;231411;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS2;SRBIJA – JUG;0;Total;55-59;55–59;231411;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS2;SRBIJA – JUG;0;Total;55-59;55–59;230304;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;55-59;55–59;231917;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;55-59;55–59;131428;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;55-59;55–59;131428;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;55-59;55–59;131428;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;55-59;55–59;130195;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;55-59;55–59;131552;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;55-59;55–59;99983;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;55-59;55–59;99983;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;55-59;55–59;99983;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;55-59;55–59;100109;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;55-59;55–59;100365;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;60-64;60–64;486850;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;60-64;60–64;486851;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;60-64;60–64;486850;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;60-64;60–64;482531;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;60-64;60–64;486222;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS1;SRBIJA – SEVER;0;Total;60-64;60–64;242310;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;60-64;60–64;242311;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS1;SRBIJA – SEVER;0;Total;60-64;60–64;242310;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;60-64;60–64;239804;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;60-64;60–64;241380;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS11;Beogradski region;0;Total;60-64;60–64;109310;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS11;Beogradski region;0;Total;60-64;60–64;109311;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS11;Beogradski region;0;Total;60-64;60–64;109310;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS11;Beogradski region;0;Total;60-64;60–64;108393;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;60-64;60–64;107289;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS12;Region Vojvodine;0;Total;60-64;60–64;133000;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS12;Region Vojvodine;0;Total;60-64;60–64;133000;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS12;Region Vojvodine;0;Total;60-64;60–64;133000;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS12;Region Vojvodine;0;Total;60-64;60–64;131411;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;60-64;60–64;134091;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS2;SRBIJA – JUG;0;Total;60-64;60–64;244540;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS2;SRBIJA – JUG;0;Total;60-64;60–64;244540;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS2;SRBIJA – JUG;0;Total;60-64;60–64;244540;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS2;SRBIJA – JUG;0;Total;60-64;60–64;242727;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;60-64;60–64;244842;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;60-64;60–64;142118;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;60-64;60–64;142118;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;60-64;60–64;142118;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;60-64;60–64;140123;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;60-64;60–64;142290;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;60-64;60–64;102422;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;60-64;60–64;102422;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;60-64;60–64;102422;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;60-64;60–64;102604;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;60-64;60–64;102552;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;65-69;65–69;524313;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;65-69;65–69;524315;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;65-69;65–69;524314;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;65-69;65–69;517344;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;65-69;65–69;523470;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS1;SRBIJA – SEVER;0;Total;65-69;65–69;257912;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;65-69;65–69;257914;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS1;SRBIJA – SEVER;0;Total;65-69;65–69;257913;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;65-69;65–69;253934;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;65-69;65–69;257034;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS11;Beogradski region;0;Total;65-69;65–69;120966;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS11;Beogradski region;0;Total;65-69;65–69;120968;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS11;Beogradski region;0;Total;65-69;65–69;120967;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS11;Beogradski region;0;Total;65-69;65–69;119442;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;65-69;65–69;119618;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS12;Region Vojvodine;0;Total;65-69;65–69;136946;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS12;Region Vojvodine;0;Total;65-69;65–69;136946;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS12;Region Vojvodine;0;Total;65-69;65–69;136946;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS12;Region Vojvodine;0;Total;65-69;65–69;134492;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;65-69;65–69;137416;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS2;SRBIJA – JUG;0;Total;65-69;65–69;266401;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS2;SRBIJA – JUG;0;Total;65-69;65–69;266401;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS2;SRBIJA – JUG;0;Total;65-69;65–69;266401;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS2;SRBIJA – JUG;0;Total;65-69;65–69;263410;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;65-69;65–69;266436;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;65-69;65–69;154726;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;65-69;65–69;154726;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;65-69;65–69;154726;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;65-69;65–69;151467;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;65-69;65–69;154549;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;65-69;65–69;111675;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;65-69;65–69;111675;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;65-69;65–69;111675;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;65-69;65–69;111943;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;65-69;65–69;111887;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;70-74;70–74;421649;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;70-74;70–74;421649;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;70-74;70–74;421649;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;70-74;70–74;413420;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;70-74;70–74;420515;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS1;SRBIJA – SEVER;0;Total;70-74;70–74;211414;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;70-74;70–74;211414;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS1;SRBIJA – SEVER;0;Total;70-74;70–74;211414;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;70-74;70–74;206555;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;70-74;70–74;210333;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS11;Beogradski region;0;Total;70-74;70–74;100223;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS11;Beogradski region;0;Total;70-74;70–74;100223;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS11;Beogradski region;0;Total;70-74;70–74;100223;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS11;Beogradski region;0;Total;70-74;70–74;98344;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;70-74;70–74;99461;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS12;Region Vojvodine;0;Total;70-74;70–74;111191;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS12;Region Vojvodine;0;Total;70-74;70–74;111191;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS12;Region Vojvodine;0;Total;70-74;70–74;111191;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS12;Region Vojvodine;0;Total;70-74;70–74;108211;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;70-74;70–74;110872;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS2;SRBIJA – JUG;0;Total;70-74;70–74;210235;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS2;SRBIJA – JUG;0;Total;70-74;70–74;210235;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS2;SRBIJA – JUG;0;Total;70-74;70–74;210235;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS2;SRBIJA – JUG;0;Total;70-74;70–74;206865;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;70-74;70–74;210182;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;70-74;70–74;116199;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;70-74;70–74;116199;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;70-74;70–74;116199;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;70-74;70–74;112539;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;70-74;70–74;115982;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;70-74;70–74;94036;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;70-74;70–74;94036;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;70-74;70–74;94036;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS22;Region Južne i Istočne Srbije;0;Total;70-74;70–74;94326;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS22;Region Južne i Istočne Srbije;0;Total;70-74;70–74;94200;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS;REPUBLIC OF SERBIA;0;Total;75-79;75–79;237160;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS;REPUBLIC OF SERBIA;0;Total;75-79;75–79;237158;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS;REPUBLIC OF SERBIA;0;Total;75-79;75–79;237160;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS;REPUBLIC OF SERBIA;0;Total;75-79;75–79;230062;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS;REPUBLIC OF SERBIA;0;Total;75-79;75–79;236535;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS1;SRBIJA – SEVER;0;Total;75-79;75–79;114329;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS1;SRBIJA – SEVER;0;Total;75-79;75–79;114327;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS1;SRBIJA – SEVER;0;Total;75-79;75–79;114329;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS1;SRBIJA – SEVER;0;Total;75-79;75–79;110267;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS1;SRBIJA – SEVER;0;Total;75-79;75–79;113557;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS11;Beogradski region;0;Total;75-79;75–79;52344;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS11;Beogradski region;0;Total;75-79;75–79;52342;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS11;Beogradski region;0;Total;75-79;75–79;52344;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS11;Beogradski region;0;Total;75-79;75–79;50837;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS11;Beogradski region;0;Total;75-79;75–79;51642;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS12;Region Vojvodine;0;Total;75-79;75–79;61985;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS12;Region Vojvodine;0;Total;75-79;75–79;61985;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS12;Region Vojvodine;0;Total;75-79;75–79;61985;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS12;Region Vojvodine;0;Total;75-79;75–79;59430;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS12;Region Vojvodine;0;Total;75-79;75–79;61915;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS2;SRBIJA – JUG;0;Total;75-79;75–79;122831;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS2;SRBIJA – JUG;0;Total;75-79;75–79;122831;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS2;SRBIJA – JUG;0;Total;75-79;75–79;122831;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS2;SRBIJA – JUG;0;Total;75-79;75–79;119795;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS2;SRBIJA – JUG;0;Total;75-79;75–79;122978;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;75-79;75–79;66942;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;75-79;75–79;66942;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;75-79;75–79;66942;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;4;Constant variant;RS21;Region Šumadije i Zapadne Srbije;0;Total;75-79;75–79;63697;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;5;Variant without migration (zero net migration);RS21;Region Šumadije i Zapadne Srbije;0;Total;75-79;75–79;67055;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;1;Low variant;RS22;Region Južne i Istočne Srbije;0;Total;75-79;75–79;55889;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;2;Medium variant;RS22;Region Južne i Istočne Srbije;0;Total;75-79;75–79;55889;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
180203IND01;00;2021;3;High variant;RS22;Region Južne i Istočne Srbije;0;Total;75-79;75–79;55889;NR;number;SORS;Population projections, five variants, by regions;A;Normal value
